,Pair_id,Text1,Text2,Class
69,"(1, 71)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",Each waypoint shall be specified using coordinates that include longitude latitude and altitude.,Neutral
70,"(1, 72)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a flight plan is executed, the _VehicleCore_ shall send the next waypoint to the UAV.",Neutral
71,"(1, 73)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a UAV has pending flight plans, then when the UAV reaches the final waypoint of UAV's current flight plan, the _SingleUAVFlightPlanScheduler_ shall execute the next assigned flight plan.",Neutral
72,"(1, 74)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a stationary or moving object is within the proximity of a UAV, the _ObjectAvoidance_ system shall issue evasive directives to the UAV.",Neutral
73,"(1, 75)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a UAV takes evasive actions, the system shall ensure that the UAV will eventually reach UAV's destination.",Neutral
74,"(1, 76)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a flight route requires a customized takeoff altitude that differs from the system's default takeoff altitude, the altitude shall be specified in the flight route.",Neutral
75,"(1, 77)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a flight route is assigned to a UAV which is currently hovering in place, the _FlightManager_ shall assign the route and maintain the hover in place mode.",Neutral
76,"(1, 78)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a flight plan is activated for a UAV currently on the ground, the _FlightSchedulingandExecution_ shall notify the UAV to takeoff vertically until UAV reaches the prescribed altitude.",Neutral
77,"(1, 79)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a flight plan is activated for a UAV currently in the air, the _FlightSchedulingandExecution_ shall notify the UAV to takeoff vertically until UAV reaches the prescribed altitude.",Neutral
78,"(1, 80)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a scheduled flight is not manually assigned to a UAV, the _SingleUAVFlightPlanScheduler_ shall assign the route automatically to an UAV.",Neutral
79,"(1, 81)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",A flight pattern shall document the longitude latitude and altitude of waypoints in a flight route as offsets from the starting position of the UAV.,Neutral
80,"(1, 82)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When given a takeoff command, the _InternalSimulator_ shall move the UAV to the takeoff altitude corresponding to UAV's current longitude and latitude.",Neutral
81,"(1, 83)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When given a goto command, the _InternalSimulator_ shall update the location of the UAV at increments of SIMULATION_STEP_SIZE meters moving the UAV towards the target destination until the destination is reached.",Neutral
82,"(1, 84)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When given a landing command, the _InternalSimulator_ shall move the UAV to the ground altitude corresponding to UAV's current longitude and latitude.",Neutral
83,"(1, 85)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When requested, the _CoordinateSystem_ shall transform coordinates to alternate formats.",Neutral
84,"(1, 86)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When given two coordinates, the _CoordinateSystem_ shall compute the distance  from the first coordinate to the second coordinate.",Neutral
85,"(1, 87)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When given two coordinates, the _CoordinateSystem_ shall compute the direction from the first coordinate to the second coordinate.",Neutral
86,"(1, 88)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _InternalSimulator_ shall approximate the state of the battery.,Neutral
87,"(1, 89)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _InternalSimulator_ shall provide the exact state of the battery.,Neutral
88,"(1, 90)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _ActivityLogger_ shall log all commands sent to and messages received from a _CGS_.,Neutral
89,"(1, 91)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When the _VaadinUI_ is activated, the _VaadinUI_ shall be configured according to stored configuration parameters.",Neutral
90,"(1, 92)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _DronologyRuntimeMonitor_ shall provide functionality to retrieve monitoring messages and distribute them to clients.,Neutral
91,"(1, 93)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a new monitoring message is received, the _DronologyRuntimeMonitor_ shall forward the message to all subscribed clients.",Neutral
92,"(1, 94)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _DronologyRuntimeMonitor_ shall be able to receive messages from any Dronology component.,Neutral
93,"(1, 95)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _GCSMiddleware_ shall handle multiple _GCS_.,Neutral
94,"(1, 96)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _GCSMiddleware_ shall follow a predefined set of steps to establish a connection between a _GCS_ and Dronology.,Neutral
95,"(1, 97)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _GCSMiddleware_ shall handle state messages monitoring messages and mode change messages received from an _GCS_.,Neutral
96,"(1, 98)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _GCSMiddleware_ shall forward commands sent from Dronology to a _GCS_.,Neutral
97,"(1, 99)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _MapComponent_ shall support different types of map layers.,Neutral
98,"(1, 100)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _MapComponent_ shall support same types of map layers.,Neutral
99,"(1, 101)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _SingleUAVFlightPlanScheduler_ shall maintain a managed list of pending flight plans for Each UAV.,Neutral
100,"(1, 102)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _FlightRouteManager_ shall define flight routes as an ordered sequence of waypoints in which the first waypoint represents the first target location and the final waypoint represents the final target location.,Neutral
101,"(1, 103)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _FlightRouteManager_ shall ensure that all flight routes represent a VALID_FLIGHT_ROUTE.,Neutral
102,"(1, 104)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _FlightRouteManager_ shall persist flight routes.,Neutral
103,"(1, 105)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _MissionPlanner_ shall manage predefined FlightPatterns.,Neutral
104,"(1, 106)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a group of UAVs are assigned flight patterns as part of a mission, the system shall provide a warning if any paths overlap.",Neutral
105,"(1, 107)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _ActivityLogger_ shall log all flight plan related events.,Neutral
106,"(1, 108)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UIMiddleware_ shall provide a list of all active UAVs.,Neutral
107,"(1, 109)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UIMiddleware_ shall enable the creation and modification of flight routes.,Neutral
108,"(1, 110)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UIMiddleware_ shall enable an existing route to be assigned to an active UAV.,Neutral
109,"(1, 111)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RouteAssignmentUI_ shall provide means to select an existing routes and assign them to a UAV.,Neutral
110,"(1, 112)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RouteAssignmentUI_ shall provide means to select an existing routes and assign them to multiple UAV.,Neutral
111,"(1, 113)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When requested by the user, the _RouteAssignmentUI_ shall display details about the selected UAV and UAV's flight plans.",Neutral
112,"(1, 114)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a UAV is selected, the _RouteAssignmentUI_ shall display UAV's active flight plans.",Neutral
113,"(1, 115)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _MissionPlanner_ shall execute flight plans for multiple UAVs concurrently.,Neutral
114,"(1, 116)","When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _MissionPlanner_ shall execute flight plans for multiple UAVs independently.,Neutral
115,"(2, 3)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _VehicleCore_ shall assign an ID to each activated UAV.,Conflict
116,"(2, 4)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _VehicleCore_ shall associate a UAV_TYPE for each UAV defining UAV's basic attributes.,Neutral
117,"(2, 5)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,"If a command is issued by the _VaadinUI_ for an UAV, the _VaadinUI_ shall request control of that UAV.",Neutral
118,"(2, 6)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,"When a _GCS_ requests activation of a newly detected UAV, the _GCSMiddleware_ shall forward the request to Dronology.",Neutral
119,"(2, 7)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,"When a _GCS_ requests activation of a newly detected UAV, the _GCSMiddleware_ shall forward the request to Dronology.",Neutral
120,"(2, 8)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _VehicleCore_ shall support UAVs connected via the _GCS_.,Neutral
121,"(2, 9)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _VehicleCore_ shall support virtual UAVs.,Neutral
122,"(2, 10)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _VehicleCore_ shall support up to three virtual UAVs.,Neutral
123,"(2, 11)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UAVRegistrationManager_ shall store UAV meta-data information such as the UAV's technical characteristics.,Neutral
124,"(2, 12)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _InternalSimulator_ shall approximate the behavior of a UAV.,Neutral
125,"(2, 13)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,"When the _GCS_ receives a UAV command from the _GCSMiddleware_, the _GCS_ shall forward the command to the respective UAV.",Neutral
126,"(2, 14)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _GCS_ shall assign a message frequency for all UAVs.,Neutral
127,"(2, 15)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _GCS_ shall report newly connected UAVs to the _GCSMiddleware_.,Neutral
128,"(2, 16)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _GCS_ shall transmit the UAV's current location to the _GCSMiddleware_.,Neutral
129,"(2, 17)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _GCS_ shall transmit the UAV's past location to the _GCSMiddleware_.,Neutral
130,"(2, 18)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _GCS_ shall transmit the UAV's properties to the _GCSMiddleware_.,Neutral
131,"(2, 19)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,"If a client registers for notifications, the _UIMiddleware_ shall send notifications for specific events.",Neutral
132,"(2, 20)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,"If a client registers for notifications, the _UIMiddleware_ shall send notifications for all events.",Neutral
133,"(2, 21)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UIMiddleware_ shall provide an interface for registering UI clients.,Neutral
134,"(2, 22)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,"When requested, the _SingleUAVFlightPlanScheduler_ shall schedule a route for execution.",Neutral
135,"(2, 23)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UIMiddleware_ shall provide a list of all existing routes.,Neutral
136,"(2, 24)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UIMiddleware_ shall accept commands from UIs and forwards to Dronology.,Neutral
137,"(2, 25)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UIMiddleware_ shall accept and activate a mission plan automatically,Neutral
138,"(2, 26)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UIMiddleware_ shall accept and activate a mission plan upon request.,Neutral
139,"(2, 27)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _RouteCreationUI_ shall distinguish between starting ending and intermediate waypoint markers.,Neutral
140,"(2, 28)",The _VehicleCore_ shall assign a unique ID to each activated UAV.,Each route shall include a unique ID a textual description and a set of waypoints all of which are editable in the UI.,Neutral
