,Pair_id,Text1,Text2,Class
26,"(1, 28)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The THEMAS system shall maintain the ON/OFF status of each heating and cooling unit.,Neutral
27,"(1, 29)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"When a request to turn on a heating or cooling unit is received, the system shall determine if the request can be honored.",Neutral
28,"(1, 30)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"When a request to turn on a heating  unit is received, the system shall determine if the request can be honored.",Neutral
29,"(1, 31)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the maximum number of heating or cooling units is already running, the request will be added to a LIFO queue.",Neutral
30,"(1, 32)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the maximum number of  cooling units is already running, the request will be added to a LIFO queue.",Neutral
31,"(1, 33)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the maximum number of heating or cooling units is not running, this process will generate a request to turn on the requested unit.",Neutral
32,"(1, 34)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"When a request to turn off a heating or cooling unit is received, this process shall check the queue of waiting heating and cooling requests.",Neutral
33,"(1, 35)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the queue is not empty, this process shall remove one request from the LIFO queue and check the current state of the thermostat for which the queued request was made.",Neutral
34,"(1, 36)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If that thermostat still needs a heating or cooling unit turned on, this process shall submit a request to turn that unit on.",Neutral
35,"(1, 37)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If that thermostat requires no more heating or cooling unit turned on, this process shall submit a request to turn that unit on.",Neutral
36,"(1, 38)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,Generate_Unit_Unavailable_Event shall realize the thermostat and heating or cooling information and use this information to generate a specific system event,Neutral
37,"(1, 39)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"This system event shall consist of a description of the event type (a request denied event), a designation of the thermostat that made the request, and a designation of the heating or cooling unit that was not turned on.",Neutral
38,"(1, 40)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"This system event shall consist of a description of the event type (a request denied event),  and a designation of the heating or cooling unit that was not turned on.",Neutral
39,"(1, 41)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"Generate_H/C_Signal shall recognize the values for the requested heating or cooling unit and the ON or OFF status that is being requested.Since the interface to control the units has not been defined, the part of this process that will issue the signal is designated as TBD(to be determined).",Neutral
40,"(1, 42)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"In order to provide an indication of the status of the heating or cooling unit back to the requesting thermostat, Generate_H/C_Signal shall output the status information of the heating or cooling unit.",Neutral
41,"(1, 43)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"In order to provide an indication of the status of the heating or cooling unit back to the requesting thermostat, Generate_H/C_Signal should output the status information of the heating unit.",Neutral
42,"(1, 44)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"In order to provide an operational history and statistical reports, Generate_H/C_Signal shall generate an event each time a change is made to the status of a heating or cooling unit.",Neutral
43,"(1, 45)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"When a request to turn on or off a heating or cooling unit is made, Generate_H/C_Request shall generate the appropriate request to carry out that request.",Neutral
44,"(1, 46)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"When a request to turn off a heating or cooling unit is made, Generate_H/C_Request shall generate the appropriate request to carry out that request",Neutral
45,"(1, 47)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,Generate_H/C_Request shall include the designation of the heating or cooling unit and a flag to indicate whether that unit is to be turned on or off.,Neutral
46,"(1, 48)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"When the THEMAS system detects a request for an alarm, Generate_Alarm_Data shall detect which of the two alarms are being requested.",Neutral
47,"(1, 49)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"When the THEMAS system detects a request for an alarm, Generate_Alarm_Data shall store which of the two alarms are being requested.",Neutral
48,"(1, 50)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the system detects an invalid temperature, Generate_Alarm_Data shall output a continuous series of alternating 500 Hz and 700 Hz beeps on the supervisor’s computer.",Neutral
49,"(1, 51)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The series of beeps shall continue until the supervisor manually resets the alarm through the supervisor’s interface window.,Neutral
50,"(1, 52)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the system detects a temperature limit has been exceeded, Generate_Alarm_Data shall output a continuous series of alternating 1000 Hz and 1500 Hz beeps on the supervisor’s computer.",Neutral
51,"(1, 53)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"Each time an alarm is requested, an alarm event shall be recorded.",Neutral
52,"(1, 54)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If an alarm is requested for the first time, an alarm event shall be recorded.",Neutral
53,"(1, 55)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"When an event occurs, the THEMAS system shall identify the event type and format an appropriate event message.",Neutral
54,"(1, 56)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The THEMAS system shall record each event by a description and the current system time for that event.,Neutral
55,"(1, 57)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The THEMAS system should record each event by a description for that event.,Neutral
56,"(1, 58)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The supervisor’s interface shall display the available thermostats and the individual current temperature settings.,Neutral
57,"(1, 59)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The supervisor’s interface must display the thermostats and the individual temperature settings.,Neutral
58,"(1, 60)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The supervisor shall be able to select one of the thermostats and select a value for the current temperature from a list of valid temperatures.,Neutral
59,"(1, 61)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The supervisor’s interface to the THEMAS system shall provide a mechanism to select between an operational history report or a statistical summary report.,Neutral
60,"(1, 62)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The supervisor’s interface to the THEMAS system shall provide a mechanism to select between an operational history report or a dynamic summary report.,Neutral
61,"(1, 63)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the operational history report is selected, the THEMAS system shall select all the events from the event database, sort the events by date and time, and create the ASCII report file.",Neutral
62,"(1, 64)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the operational history report is selected, the THEMAS system shall select a few events from the event database, sort the events by date and time, and create the ASCII report file.",Neutral
63,"(1, 65)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the statistical report is selected, the THEMAS system shall present the operator with a list of available months from which to make a selection.",Neutral
64,"(1, 66)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the statistical report is selected, the THEMAS system shall present the operator with a list of available dates from which to make a selection.",Neutral
65,"(1, 67)",The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"After selecting one of the months, the system shall generate the ASCII report file.",Neutral
66,"(2, 3)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,Neutral
67,"(2, 4)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The maximum number of concurrently running units shall be read from the initialization file and stored in the THEMAS system.,Neutral
68,"(2, 5)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The maximum number of concurrently running units must be read from the initialization file and replicated in the THEMAS system.,Neutral
69,"(2, 6)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,There shall be a maximum number of heating or cooling units that can be on at any given time.,Neutral
70,"(2, 7)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,Establish_Valid_Temperature_Range shall read the initialization file and establish the valid temperature range from the data in it.,Neutral
71,"(2, 8)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,Set_Overtemp_Values shall read the initialization file and establish the overtemperature value from the data in that file.,Neutral
72,"(2, 9)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,Set_Trigger_Values shall read the initialization file and establish the trigger value from the data in that file.,Neutral
73,"(2, 10)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,This process shall first determine a known state of all the heating and cooling units by issuing a request to turn off all the units,Neutral
74,"(2, 11)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,This process shall first determine a known state of all the heating and cooling units by issuing a request to turn off any unit,Neutral
75,"(2, 12)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,It shall then read the current temperature values and current temperature settings of each thermostat.,Neutral
76,"(2, 13)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the settings reflect a need for a heating or cooling unit to be turned on, the process shall issue a request to turn on the appropriate unit.",Neutral
77,"(2, 14)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"The themas system shall process two types of temperature data, the temperature setting and current temperature",Neutral
78,"(2, 15)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The themas system shall only process current temperature,Neutral
79,"(2, 16)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,A current temperature value that is received from an individual thermostat shall be compared to the valid temperature range values.,Neutral
80,"(2, 17)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the current temperature value is strictly less than the lower value of the valid temperature range or if the received temperature value is strictly greater than the upper value of the valid temperature range, then the THEMAS system shall identify the current temperature value as an invalid temperature and shall output an invalid temperature status. Otherwise, the THEMAS system shall output a valid temperature status.",Neutral
81,"(2, 18)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the current temperature value is less than the lower value of the valid temperature range or if the received temperature value is strictly greater than the upper value of the valid temperature range, then the THEMAS system shall identify the current temperature value as an invalid temperature and shall output an invalid temperature status. Otherwise, the THEMAS system shall output a valid temperature status.",Neutral
82,"(2, 19)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,A temperature setting value that is received from an individual thermostat shall be compared to the valid temperature range values.,Neutral
83,"(2, 20)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the temperature setting value is strictly less than the lower value of the valid temperature range or if the temperature setting value is strictly greater than the upper value of the valid temperature range, then the THEMAS system shall identify the temperature setting as an invalid temperature and shall output an invalid temperature status.Otherwise, the THEMAS system shall realize the value for that thermostat’s temperature setting.",Neutral
84,"(2, 21)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The THEMAS system shall compare the reported temperature value to the temperature setting and detect when the temperature value exceeds the specified limits.,Neutral
85,"(2, 22)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The THEMAS system must compare the reported temperature values to the temperature setting and detect when the temperature value exceeds the specified limits.,Neutral
86,"(2, 23)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,If T < LO or UO < T then the THEMAS system shall recognize this condition as the temperature limit has been exceeded.,Neutral
87,"(2, 24)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,If T > LO or UO < T then the THEMAS system shall recognize this condition as the temperature limit has been exceeded.,Neutral
88,"(2, 25)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If LO < = T < = UO, then this process shall output the temperature status.",Neutral
89,"(2, 26)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If LO < = T <  UO, then this process shall output the temperature status.",Neutral
90,"(2, 27)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"LT < = T < = UT This condition indicates the thermostat’s current temperature setting is satisfied. If this condition is true, then the module shall output a request to turn off both the heating unit and the cooling unit.",Neutral
91,"(2, 28)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The THEMAS system shall maintain the ON/OFF status of each heating and cooling unit.,Neutral
92,"(2, 29)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When a request to turn on a heating or cooling unit is received, the system shall determine if the request can be honored.",Neutral
93,"(2, 30)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When a request to turn on a heating  unit is received, the system shall determine if the request can be honored.",Neutral
94,"(2, 31)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the maximum number of heating or cooling units is already running, the request will be added to a LIFO queue.",Neutral
95,"(2, 32)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the maximum number of  cooling units is already running, the request will be added to a LIFO queue.",Neutral
96,"(2, 33)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the maximum number of heating or cooling units is not running, this process will generate a request to turn on the requested unit.",Neutral
97,"(2, 34)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When a request to turn off a heating or cooling unit is received, this process shall check the queue of waiting heating and cooling requests.",Neutral
98,"(2, 35)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the queue is not empty, this process shall remove one request from the LIFO queue and check the current state of the thermostat for which the queued request was made.",Neutral
99,"(2, 36)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If that thermostat still needs a heating or cooling unit turned on, this process shall submit a request to turn that unit on.",Neutral
100,"(2, 37)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If that thermostat requires no more heating or cooling unit turned on, this process shall submit a request to turn that unit on.",Neutral
101,"(2, 38)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,Generate_Unit_Unavailable_Event shall realize the thermostat and heating or cooling information and use this information to generate a specific system event,Neutral
102,"(2, 39)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"This system event shall consist of a description of the event type (a request denied event), a designation of the thermostat that made the request, and a designation of the heating or cooling unit that was not turned on.",Neutral
103,"(2, 40)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"This system event shall consist of a description of the event type (a request denied event),  and a designation of the heating or cooling unit that was not turned on.",Neutral
104,"(2, 41)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"Generate_H/C_Signal shall recognize the values for the requested heating or cooling unit and the ON or OFF status that is being requested.Since the interface to control the units has not been defined, the part of this process that will issue the signal is designated as TBD(to be determined).",Neutral
105,"(2, 42)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"In order to provide an indication of the status of the heating or cooling unit back to the requesting thermostat, Generate_H/C_Signal shall output the status information of the heating or cooling unit.",Neutral
106,"(2, 43)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"In order to provide an indication of the status of the heating or cooling unit back to the requesting thermostat, Generate_H/C_Signal should output the status information of the heating unit.",Neutral
107,"(2, 44)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"In order to provide an operational history and statistical reports, Generate_H/C_Signal shall generate an event each time a change is made to the status of a heating or cooling unit.",Neutral
108,"(2, 45)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When a request to turn on or off a heating or cooling unit is made, Generate_H/C_Request shall generate the appropriate request to carry out that request.",Neutral
109,"(2, 46)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When a request to turn off a heating or cooling unit is made, Generate_H/C_Request shall generate the appropriate request to carry out that request",Neutral
110,"(2, 47)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,Generate_H/C_Request shall include the designation of the heating or cooling unit and a flag to indicate whether that unit is to be turned on or off.,Neutral
111,"(2, 48)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When the THEMAS system detects a request for an alarm, Generate_Alarm_Data shall detect which of the two alarms are being requested.",Neutral
112,"(2, 49)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When the THEMAS system detects a request for an alarm, Generate_Alarm_Data shall store which of the two alarms are being requested.",Neutral
113,"(2, 50)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the system detects an invalid temperature, Generate_Alarm_Data shall output a continuous series of alternating 500 Hz and 700 Hz beeps on the supervisor’s computer.",Neutral
114,"(2, 51)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The series of beeps shall continue until the supervisor manually resets the alarm through the supervisor’s interface window.,Neutral
115,"(2, 52)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the system detects a temperature limit has been exceeded, Generate_Alarm_Data shall output a continuous series of alternating 1000 Hz and 1500 Hz beeps on the supervisor’s computer.",Neutral
116,"(2, 53)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"Each time an alarm is requested, an alarm event shall be recorded.",Neutral
117,"(2, 54)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If an alarm is requested for the first time, an alarm event shall be recorded.",Neutral
118,"(2, 55)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When an event occurs, the THEMAS system shall identify the event type and format an appropriate event message.",Neutral
119,"(2, 56)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The THEMAS system shall record each event by a description and the current system time for that event.,Neutral
120,"(2, 57)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The THEMAS system should record each event by a description for that event.,Neutral
121,"(2, 58)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The supervisor’s interface shall display the available thermostats and the individual current temperature settings.,Neutral
122,"(2, 59)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The supervisor’s interface must display the thermostats and the individual temperature settings.,Neutral
123,"(2, 60)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The supervisor shall be able to select one of the thermostats and select a value for the current temperature from a list of valid temperatures.,Neutral
124,"(2, 61)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The supervisor’s interface to the THEMAS system shall provide a mechanism to select between an operational history report or a statistical summary report.,Neutral
125,"(2, 62)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The supervisor’s interface to the THEMAS system shall provide a mechanism to select between an operational history report or a dynamic summary report.,Neutral
126,"(2, 63)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the operational history report is selected, the THEMAS system shall select all the events from the event database, sort the events by date and time, and create the ASCII report file.",Neutral
127,"(2, 64)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the operational history report is selected, the THEMAS system shall select a few events from the event database, sort the events by date and time, and create the ASCII report file.",Neutral
128,"(2, 65)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the statistical report is selected, the THEMAS system shall present the operator with a list of available months from which to make a selection.",Neutral
129,"(2, 66)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the statistical report is selected, the THEMAS system shall present the operator with a list of available dates from which to make a selection.",Neutral
130,"(2, 67)",The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"After selecting one of the months, the system shall generate the ASCII report file.",Neutral
131,"(3, 4)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,The maximum number of concurrently running units shall be read from the initialization file and stored in the THEMAS system.,Neutral
132,"(3, 5)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,The maximum number of concurrently running units must be read from the initialization file and replicated in the THEMAS system.,Neutral
133,"(3, 6)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,There shall be a maximum number of heating or cooling units that can be on at any given time.,Neutral
134,"(3, 7)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,Establish_Valid_Temperature_Range shall read the initialization file and establish the valid temperature range from the data in it.,Neutral
135,"(3, 8)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,Set_Overtemp_Values shall read the initialization file and establish the overtemperature value from the data in that file.,Neutral
136,"(3, 9)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,Set_Trigger_Values shall read the initialization file and establish the trigger value from the data in that file.,Neutral
137,"(3, 10)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,This process shall first determine a known state of all the heating and cooling units by issuing a request to turn off all the units,Neutral
138,"(3, 11)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,This process shall first determine a known state of all the heating and cooling units by issuing a request to turn off any unit,Neutral
139,"(3, 12)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,It shall then read the current temperature values and current temperature settings of each thermostat.,Neutral
140,"(3, 13)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,"If the settings reflect a need for a heating or cooling unit to be turned on, the process shall issue a request to turn on the appropriate unit.",Neutral
141,"(3, 14)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,"The themas system shall process two types of temperature data, the temperature setting and current temperature",Neutral
142,"(3, 15)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,The themas system shall only process current temperature,Neutral
143,"(3, 16)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,A current temperature value that is received from an individual thermostat shall be compared to the valid temperature range values.,Neutral
144,"(3, 17)",Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,"If the current temperature value is strictly less than the lower value of the valid temperature range or if the received temperature value is strictly greater than the upper value of the valid temperature range, then the THEMAS system shall identify the current temperature value as an invalid temperature and shall output an invalid temperature status. Otherwise, the THEMAS system shall output a valid temperature status.",Neutral
